"Judgenum","judge","nomination_date","confirmation_date","confirmation_vote","appointed_by","pres_start_date","start_active_date","end_active_date","end_senior_date","court","court_type","months_from_inauguration"
NA,"Meredith, James Hargrove",NA,NA,NA,"John F. Kennedy",1961-01-01,1962-03-17,1979-08-31,1988-12-08,"NA Circuit","Appeals",14
NA,"Michie, Thomas J.",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-06-30,1967-11-06,1973-04-09,"NA Circuit","Appeals",5
NA,"Morgan, Lewis Render",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-08-10,1968-08-02,NA,"NA Circuit","Appeals",7
NA,"Moynahan, Jr., Bernard Thomas",NA,NA,NA,"John F. Kennedy",1961-01-01,1963-11-08,1984-09-30,1999-09-30,"NA Circuit","Appeals",34
NA,"Nealon, Jr., William Joseph",NA,NA,NA,"John F. Kennedy",1961-01-01,1962-12-13,1989-01-01,2018-01-11,"NA Circuit","Appeals",23
NA,"Neese, Charles Gelbert",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-11-20,1982-08-31,1989-10-22,"NA Circuit","Appeals",10
NA,"Noel, Jr., James Latane",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-10-05,1976-12-15,1997-08-29,"NA Circuit","Appeals",9
NA,"Northrop, Edward Skottowe",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-09-05,1981-06-12,2003-08-12,"NA Circuit","Appeals",8
NA,"Oliver, John Watkins",NA,NA,NA,"John F. Kennedy",1961-01-01,1962-04-03,1980-11-03,1990-04-25,"NA Circuit","Appeals",15
NA,"Parsons, James Benton",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-08-30,1981-08-30,1993-06-19,"NA Circuit","Appeals",7
NA,"Payne, Harry Vearle",NA,NA,NA,"John F. Kennedy",1961-01-01,1963-03-27,1978-04-06,1983-07-20,"NA Circuit","Appeals",26
NA,"Peck II, John Weld",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-10-05,1966-08-04,NA,"NA Circuit","Appeals",9
NA,"Pence, Martin",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-09-22,1974-11-18,2000-01-31,"NA Circuit","Appeals",8
NA,"Plummer, Raymond Eugene",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-09-18,1973-06-01,1987-12-26,"NA Circuit","Appeals",8
NA,"Preyer, L. Richardson",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-10-07,1963-10-09,NA,"NA Circuit","Appeals",9
NA,"Putnam, Richard Johnson",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-09-18,1975-12-19,2002-12-16,"NA Circuit","Appeals",8
NA,"Regan, John Keating",NA,NA,NA,"John F. Kennedy",1961-01-01,1962-04-03,1977-04-07,1987-03-09,"NA Circuit","Appeals",15
NA,"Rosenberg, Louis",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-11-20,1976-01-05,1999-07-02,"NA Circuit","Appeals",10
NA,"Rosling, George",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-10-05,1973-04-16,NA,"NA Circuit","Appeals",9
NA,"Roth, Stephen John",NA,NA,NA,"John F. Kennedy",1961-01-01,1962-05-07,1974-07-11,NA,"NA Circuit","Appeals",16
NA,"Shaw, Robert",NA,NA,NA,"John F. Kennedy",1961-01-01,1962-04-12,1972-07-09,NA,"NA Circuit","Appeals",15
NA,"Sheridan, Michael Henry",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-08-30,1976-08-23,NA,"NA Circuit","Appeals",7
NA,"Smith, Talbot",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-10-05,1971-10-31,1978-12-21,"NA Circuit","Appeals",9
NA,"Spears, Adrian Anthony",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-10-05,1979-10-10,1982-12-31,"NA Circuit","Appeals",9
NA,"Stephens, Jr., Albert Lee",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-09-18,1979-06-01,2001-09-06,"NA Circuit","Appeals",8
NA,"Templar, Henry George",NA,NA,NA,"John F. Kennedy",1961-01-01,1962-04-12,1974-11-01,1988-08-05,"NA Circuit","Appeals",15
NA,"Tenney, Charles Henry",NA,NA,NA,"John F. Kennedy",1961-01-01,1963-12-12,1979-01-31,1994-11-11,"NA Circuit","Appeals",35
NA,"Thompson, Bruce Rutherford",NA,NA,NA,"John F. Kennedy",1961-01-01,1963-08-16,1978-08-31,1992-02-10,"NA Circuit","Appeals",31
NA,"Thornberry, Homer",NA,NA,NA,"John F. Kennedy",1961-01-01,1963-12-17,1965-07-02,NA,"NA Circuit","Appeals",35
NA,"Tyler, Jr., Harold R.",NA,NA,NA,"John F. Kennedy",1961-01-01,1962-08-02,1975-04-06,NA,"NA Circuit","Appeals",19
NA,"Weigel, Stanley Alexander",NA,NA,NA,"John F. Kennedy",1961-01-01,1962-08-15,1982-10-09,1997-09-30,"NA Circuit","Appeals",19
NA,"West, Elmer Gordon",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-09-15,1979-11-27,1992-11-02,"NA Circuit","Appeals",8
NA,"Will, Hubert Louis",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-09-22,1979-04-23,1995-12-09,"NA Circuit","Appeals",8
NA,"Wilson, Frank Wiley",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-06-15,1982-09-29,NA,"NA Circuit","Appeals",5
NA,"Winter, Harrison Lee",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-11-09,1966-06-27,NA,"NA Circuit","Appeals",10
NA,"Wyatt, Inzer Bass",NA,NA,NA,"John F. Kennedy",1961-01-01,1962-09-28,1977-03-29,1990-01-17,"NA Circuit","Appeals",20
NA,"Young, George C.",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-09-18,1981-10-19,2015-04-25,"NA Circuit","Appeals",8
NA,"Zirpoli, Alfonso Joseph",NA,NA,NA,"John F. Kennedy",1961-01-01,1961-09-22,1975-09-30,1995-07-10,"NA Circuit","Appeals",8
NA,"Aldrich, Bailey",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-04-27,1959-09-14,NA,"NA Circuit","Appeals",15
NA,"Anderson, Robert P.",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-04-27,1964-08-20,NA,"NA Circuit","Appeals",15
NA,"Arraj, Alfred Albert",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1957-08-06,1976-08-31,1992-10-23,"NA Circuit","Appeals",55
NA,"Bartels, John Ries",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-07-30,1973-12-31,1997-02-13,"NA Circuit","Appeals",78
NA,"Beck, Axel John",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1958-03-04,1969-10-27,1981-09-02,"NA Circuit","Appeals",62
NA,"Bicks, Alexander",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-05-12,1963-05-09,NA,"NA Circuit","Appeals",16
NA,"Boldt, George Hugo",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1953-07-14,1971-10-30,1984-03-18,"NA Circuit","Appeals",6
NA,"Bootle, William Augustus",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-05-20,1972-03-11,2005-01-25,"NA Circuit","Appeals",16
NA,"Boreman, Herbert Stephenson",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-07-22,1959-06-22,NA,"NA Circuit","Appeals",18
NA,"Breitenstein, Jean Sala",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-04-27,1957-07-09,NA,"NA Circuit","Appeals",15
NA,"Brooks, Henry Luesing",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-08-21,1969-12-12,NA,"NA Circuit","Appeals",19
NA,"Bruchhausen, Walter",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1953-05-08,1967-05-20,1976-10-11,"NA Circuit","Appeals",4
NA,"Bryan, Frederick van Pelt",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1956-06-19,1972-04-01,1978-04-17,"NA Circuit","Appeals",41
NA,"Burke, Lloyd Hudson",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1958-07-21,1979-08-20,1988-03-15,"NA Circuit","Appeals",66
NA,"Butler, Algernon Lee",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-08-31,1975-08-02,1978-09-05,"NA Circuit","Appeals",79
NA,"Caffrey, Andrew Augustine",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1960-10-13,1986-10-17,1993-10-06,"NA Circuit","Appeals",93
NA,"Carswell, G. Harrold",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1958-04-10,1969-06-27,NA,"NA Circuit","Appeals",63
NA,"Cashin, John M.",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-08-17,1965-10-01,1970-10-21,"NA Circuit","Appeals",31
NA,"Cecil, Lester LeFevre",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1953-04-23,1959-07-28,NA,"NA Circuit","Appeals",3
NA,"Cecil, Lamar John Ryan",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-08-31,1958-02-14,NA,"NA Circuit","Appeals",19
NA,"Chilson, Olin Hatfield",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1960-03-05,1973-12-31,1991-09-28,"NA Circuit","Appeals",86
NA,"Choate, Emett Clay",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-07-20,1965-01-31,1974-08-14,"NA Circuit","Appeals",18
NA,"Christensen, Albert Sherman",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-05-28,1971-08-17,1996-08-13,"NA Circuit","Appeals",16
NA,"Clarke, Thurmond",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-08-03,1970-09-01,1971-02-28,"NA Circuit","Appeals",31
NA,"Clayton, Claude Feemster",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1958-03-12,1967-11-23,NA,"NA Circuit","Appeals",62
NA,"Connell, James C.",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-08-10,1971-09-21,1973-10-30,"NA Circuit","Appeals",19
NA,"Crocker, Myron Donovan",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-09-21,1981-01-01,2010-02-02,"NA Circuit","Appeals",80
NA,"Dalton, Theodore Roosevelt",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-08-13,1976-10-12,1989-10-30,"NA Circuit","Appeals",79
NA,"Davies, Ronald",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-07-27,1971-08-27,1996-04-18,"NA Circuit","Appeals",30
NA,"Dawkins, Jr., Benjamin Cornwell",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1953-08-03,1973-08-06,1984-08-31,"NA Circuit","Appeals",7
NA,"Dawson, Archie Owen",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-04-27,1964-08-03,NA,"NA Circuit","Appeals",15
NA,"Day, Edward William",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1953-11-10,1976-03-19,1985-10-22,"NA Circuit","Appeals",10
NA,"Devitt, Edward",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-12-10,1981-05-01,1992-03-02,"NA Circuit","Appeals",23
NA,"East, William G.",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-06-08,1967-04-10,1985-04-27,"NA Circuit","Appeals",29
NA,"Egan, Thomas C.",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1957-08-26,1961-07-06,NA,"NA Circuit","Appeals",55
NA,"Estes, Joe Ewing",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-08-01,1972-07-01,1989-10-24,"NA Circuit","Appeals",31
NA,"Feikens, John",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1960-10-13,1961-09-27,NA,"NA Circuit","Appeals",93
NA,"Field, Jr., John A.",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-08-13,1971-10-07,NA,"NA Circuit","Appeals",79
NA,"Fisher, Joseph Jefferson",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-09-10,1984-01-30,2000-06-19,"NA Circuit","Appeals",80
NA,"Freeman, Ralph M.",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-06-10,1973-07-01,1990-03-29,"NA Circuit","Appeals",17
NA,"Gignoux, Edward Thaxter",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1957-08-26,1983-06-01,1988-11-04,"NA Circuit","Appeals",55
NA,"Grant, Robert A.",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1957-08-26,1972-12-01,1998-03-02,"NA Circuit","Appeals",55
NA,"Grooms, Harlan Hobart",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1953-08-03,1969-02-03,1991-08-23,"NA Circuit","Appeals",7
NA,"Grubb, Kenneth Philip",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-06-16,1965-10-08,NA,"NA Circuit","Appeals",29
NA,"Halbert, Sherrill",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-08-26,1969-09-30,1991-05-31,"NA Circuit","Appeals",19
NA,"Hamlin, Jr., Oliver Deveta",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1953-08-03,1958-04-15,NA,"NA Circuit","Appeals",7
NA,"Hart, Jr., George Luzerne",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1958-08-29,1979-05-16,1984-05-21,"NA Circuit","Appeals",67
NA,"Henderson, John Oliver",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-09-21,1974-02-19,NA,"NA Circuit","Appeals",80
NA,"Henley, Jesse Smith",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1958-10-25,1959-09-08,NA,"NA Circuit","Appeals",69
NA,"Herlands, William Bernard",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-08-12,1969-08-28,NA,"NA Circuit","Appeals",31
NA,"Hicklin, Edwin Richley",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1957-08-16,1960-01-27,1963-09-19,"NA Circuit","Appeals",55
NA,"Hodge, Walter Hartman",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1960-02-19,1966-08-30,1975-07-12,"NA Circuit","Appeals",85
NA,"Hoffman, Julius",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1953-05-14,1972-02-03,1983-07-01,"NA Circuit","Appeals",4
NA,"Hoffman, Walter Edward",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-07-15,1974-09-03,1996-11-21,"NA Circuit","Appeals",18
NA,"Holder, Cale James",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-08-06,1983-08-23,NA,"NA Circuit","Appeals",19
NA,"Hunter, Jr., Edwin Ford",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1953-10-03,1976-02-19,2002-02-22,"NA Circuit","Appeals",9
NA,"Ingraham, Joe McDonald",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-08-06,1969-12-31,NA,"NA Circuit","Appeals",19
NA,"Jameson, William James",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1957-03-28,1969-02-27,1990-10-08,"NA Circuit","Appeals",50
NA,"Jertberg, Gilbert H.",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-03-16,1958-09-01,NA,"NA Circuit","Appeals",26
NA,"Johnson, Jr., Frank Minis",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-10-22,1979-07-12,NA,"NA Circuit","Appeals",33
NA,"Juergens, William George",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1956-06-22,1972-04-26,1988-12-07,"NA Circuit","Appeals",41
NA,"Julian, Anthony",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-09-10,1972-08-01,1984-01-18,"NA Circuit","Appeals",80
NA,"Kaess, Frederick William",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1960-07-06,1975-12-13,1979-03-30,"NA Circuit","Appeals",90
NA,"Kalbfleisch, Girard Edward",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-09-21,1970-09-30,1990-04-01,"NA Circuit","Appeals",80
NA,"Kent, W. Wallace",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-06-10,1971-01-06,NA,"NA Circuit","Appeals",17
NA,"Kerr, Ewing Thomas",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-10-22,1975-09-26,1992-07-01,"NA Circuit","Appeals",33
NA,"Kilkenny, John",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-07-30,1969-09-26,NA,"NA Circuit","Appeals",78
NA,"Knoch, Winfred George",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1953-05-14,1958-09-14,NA,"NA Circuit","Appeals",4
NA,"Kraft, Jr., Charles William",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-08-12,1970-11-11,2002-01-18,"NA Circuit","Appeals",31
NA,"Kunzel, Fred",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-09-10,1969-11-19,NA,"NA Circuit","Appeals",80
NA,"Lane, Arthur Stephen",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1960-08-30,1967-07-15,NA,"NA Circuit","Appeals",91
NA,"Layton III, Caleb Rodney",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1957-04-17,1968-04-26,1988-05-06,"NA Circuit","Appeals",51
NA,"Levet, Richard Harrington",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1956-03-08,1966-07-01,1976-05-03,"NA Circuit","Appeals",38
NA,"Lewis, Oren Ritter",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1960-05-31,1974-01-01,1983-06-12,"NA Circuit","Appeals",88
NA,"Lieb, Joseph Patrick",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-08-13,1971-11-02,NA,"NA Circuit","Appeals",31
NA,"Lord, Jr., John Whitaker",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-05-20,1971-12-19,1972-05-16,"NA Circuit","Appeals",16
NA,"MacMahon, Lloyd Francis",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-09-10,1982-05-31,1989-04-08,"NA Circuit","Appeals",80
NA,"McGarraghy, Joseph Charles",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-12-03,1967-12-17,1975-11-29,"NA Circuit","Appeals",23
NA,"McIlvaine, John Wilson",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-08-01,1963-07-01,NA,"NA Circuit","Appeals",31
NA,"Mercer, Frederick Olen",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1956-06-19,1966-04-03,NA,"NA Circuit","Appeals",41
NA,"Metzner, Charles Miller",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-09-10,1977-09-30,2009-11-30,"NA Circuit","Appeals",80
NA,"Mickelson, George Theodore",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1953-12-09,1965-02-28,NA,"NA Circuit","Appeals",11
NA,"Miller, John Lester",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-05-20,1971-10-01,1978-07-20,"NA Circuit","Appeals",16
NA,"Miner, Julius Howard",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1958-02-27,1963-03-13,NA,"NA Circuit","Appeals",61
NA,"Mishler, Jacob",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1960-07-06,1980-04-30,2004-01-26,"NA Circuit","Appeals",90
NA,"Morgan, Justin Colfax",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1956-03-08,1959-05-24,NA,"NA Circuit","Appeals",38
NA,"Morrill, Mendon",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1958-04-23,1961-03-12,NA,"NA Circuit","Appeals",63
NA,"O'Sullivan, Clifford Patrick",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1957-08-07,1960-04-04,NA,"NA Circuit","Appeals",55
NA,"Palmieri, Edmund Louis",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-05-12,1972-06-30,1989-06-15,"NA Circuit","Appeals",16
NA,"Parkinson, William Lynn",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-08-06,1957-09-09,NA,"NA Circuit","Appeals",19
NA,"Paul, Charles Ferguson",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1960-03-05,1965-02-17,NA,"NA Circuit","Appeals",86
NA,"Pelt, Robert Van",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1957-06-13,1970-05-05,1988-04-27,"NA Circuit","Appeals",53
NA,"Poos, Omer",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1958-08-21,1973-08-31,1976-08-11,"NA Circuit","Appeals",67
NA,"Powell, Charles Lawrence",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-06-17,1972-04-21,1975-08-17,"NA Circuit","Appeals",77
NA,"Register, George Scott",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-07-27,1971-12-22,1972-03-18,"NA Circuit","Appeals",30
NA,"Rizley, Ross",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1956-04-13,1965-03-26,1969-03-04,"NA Circuit","Appeals",39
NA,"Robinson, Richard Earl",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1956-07-03,1972-01-07,1991-01-28,"NA Circuit","Appeals",42
NA,"Robson, Edwin Albert",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1958-09-29,1975-04-16,1986-10-21,"NA Circuit","Appeals",68
NA,"Rogers, Waldo Henry",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-05-15,1964-01-12,NA,"NA Circuit","Appeals",16
NA,"Ross, John Rolly",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-05-15,1963-04-22,NA,"NA Circuit","Appeals",16
NA,"Sirica, John",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1957-03-28,1977-10-31,1992-08-14,"NA Circuit","Appeals",50
NA,"Smith, Randle Jasper",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1956-07-03,1962-01-08,NA,"NA Circuit","Appeals",42
NA,"Sorg, Herbert Peter",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-08-01,1976-12-20,1979-03-11,"NA Circuit","Appeals",31
NA,"Stanley, Jr., Arthur Jehu",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1958-07-07,1971-04-01,2001-01-27,"NA Circuit","Appeals",66
NA,"Stanley, Edwin Monroe",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1957-10-23,1971-12-23,NA,"NA Circuit","Appeals",57
NA,"Steel, Jr., Edwin DeHaven",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1958-04-23,1969-12-30,1986-07-26,"NA Circuit","Appeals",63
NA,"Stephenson, Roy Laverne",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1960-05-31,1971-07-06,NA,"NA Circuit","Appeals",88
NA,"Sweigert, William Thomas",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-09-21,1973-11-30,1983-02-16,"NA Circuit","Appeals",80
NA,"Tavares, Cyrus Nils",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1960-10-13,1972-04-12,1976-08-03,"NA Circuit","Appeals",93
NA,"Taylor, Fredrick Monroe",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-07-20,1971-12-15,1988-02-16,"NA Circuit","Appeals",18
NA,"Thompson, Roby C.",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1957-08-30,1960-07-29,NA,"NA Circuit","Appeals",55
NA,"Thomsen, Roszel Cathcart",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-05-12,1971-01-31,1992-03-11,"NA Circuit","Appeals",16
NA,"Timbers, William H.",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1960-09-02,1971-08-06,NA,"NA Circuit","Appeals",92
NA,"Van Dusen, Francis Lund",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-08-01,1967-06-26,NA,"NA Circuit","Appeals",31
NA,"Walsh, Lawrence Edward",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-04-28,1957-12-29,NA,"NA Circuit","Appeals",15
NA,"Watkins, Robert Dorsey",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-08-12,1971-08-11,1986-03-19,"NA Circuit","Appeals",31
NA,"Weber, Randolph Henry",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1957-03-14,1961-11-23,NA,"NA Circuit","Appeals",50
NA,"Weick, Paul Charles",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1956-03-29,1959-10-07,NA,"NA Circuit","Appeals",38
NA,"Weinman, Carl Andrew",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-09-08,1973-03-01,1979-02-05,"NA Circuit","Appeals",80
NA,"Whittaker, Charles Evans",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1954-07-08,1956-06-21,NA,"NA Circuit","Appeals",18
NA,"Willson, Joseph Putnam",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1953-07-14,1968-10-18,1998-08-03,"NA Circuit","Appeals",6
NA,"Wollenberg, Albert Charles",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1958-05-19,1975-04-30,1981-04-19,"NA Circuit","Appeals",64
NA,"Wood, Harold Kenneth",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-09-10,1971-06-24,1972-12-17,"NA Circuit","Appeals",80
NA,"Wortendyke, Jr., Reynier Jacob",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-06-08,1970-06-01,1975-12-26,"NA Circuit","Appeals",29
NA,"Wright, Caleb Merrill",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1955-07-27,1973-10-08,2001-05-12,"NA Circuit","Appeals",30
NA,"Young, Gordon Elmo",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1959-09-10,1969-08-20,NA,"NA Circuit","Appeals",80
NA,"Zavatt, Joseph Carmine",NA,NA,NA,"Dwight D. Eisenhower",1953-01-01,1957-08-07,1970-12-31,1985-08-31,"NA Circuit","Appeals",55
NA,"Allred, James",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-13,1959-09-24,NA,"NA Circuit","Appeals",57
NA,"Andrews, Maurice Neil",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-21,1950-01-05,NA,"NA Circuit","Appeals",57
NA,"Bastian, Walter Maximillian",NA,NA,NA,"Harry S. Truman",1945-01-01,1950-10-23,1954-12-15,NA,"NA Circuit","Appeals",69
NA,"Bryan, Albert Vickers",NA,NA,NA,"Harry S. Truman",1945-01-01,1947-06-05,1961-08-23,NA,"NA Circuit","Appeals",29
NA,"Burns, Owen McIntosh",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-21,1952-10-26,NA,"NA Circuit","Appeals",57
NA,"Byrne, Sr., William Matthew",NA,NA,NA,"Harry S. Truman",1945-01-01,1950-09-27,1966-06-30,1974-03-09,"NA Circuit","Appeals",68
NA,"Carter, James Marshall",NA,NA,NA,"Harry S. Truman",1945-01-01,1949-10-18,1967-12-01,NA,"NA Circuit","Appeals",57
NA,"Carter, Oliver Jesse",NA,NA,NA,"Harry S. Truman",1945-01-01,1950-09-27,1976-04-07,1976-06-14,"NA Circuit","Appeals",68
NA,"Christenberry, Herbert William",NA,NA,NA,"Harry S. Truman",1945-01-01,1947-12-20,1975-10-05,NA,"NA Circuit","Appeals",35
